wheat_date,wheat_time,wheat_open,wheat_high,wheat_close,wheat_low,wheat_volume,predict
2021-12-23,00:00:00,817.5,817.25,818.0,817.25,45.0,1
2021-12-23,00:15:00,817.5,817.75,817.75,817.25,19.0,1
2021-12-23,00:30:00,817.75,817.75,818.0,817.25,26.0,1
2021-12-23,00:45:00,818.0,818.0,818.25,817.25,85.0,1
2021-12-23,01:00:00,817.75,817.75,818.0,817.25,30.0,1
2021-12-23,01:15:00,818.0,820.25,820.25,818.0,324.0,0
2021-12-23,01:30:00,820.25,820.0,820.5,819.5,122.0,0
2021-12-23,01:45:00,819.75,818.5,820.0,818.5,62.0,0
2021-12-23,02:00:00,818.5,817.75,818.5,817.75,66.0,1
2021-12-23,02:15:00,817.5,815.5,817.75,815.25,143.0,0
2021-12-23,02:30:00,815.75,815.5,816.75,815.25,120.0,0
2021-12-23,02:45:00,815.75,816.0,816.25,815.75,32.0,0
2021-12-23,03:00:00,815.75,814.75,815.75,814.75,108.0,0
2021-12-23,03:15:00,815.0,814.5,815.0,813.75,164.0,0
2021-12-23,03:30:00,814.5,815.25,815.5,814.25,60.0,0
2021-12-23,03:45:00,815.0,815.5,815.5,813.25,137.0,0
2021-12-23,04:00:00,815.5,814.5,816.5,814.5,111.0,0
2021-12-23,04:15:00,814.5,811.75,814.75,810.25,546.0,1
2021-12-23,04:30:00,812.0,812.25,813.0,812.0,93.0,1
2021-12-23,04:45:00,812.5,813.0,813.25,812.5,90.0,0
2021-12-23,05:00:00,813.0,812.75,813.25,812.0,148.0,0
2021-12-23,05:15:00,812.5,813.0,813.0,812.5,25.0,0
2021-12-23,05:30:00,813.0,812.0,813.25,811.75,92.0,1
2021-12-23,05:45:00,811.75,811.0,812.0,810.5,159.0,1
2021-12-23,06:00:00,811.0,809.75,811.25,809.0,689.0,1
2021-12-23,06:15:00,809.75,810.5,810.75,808.75,267.0,0
2021-12-23,06:30:00,810.5,810.0,812.0,810.0,466.0,0
2021-12-23,06:45:00,810.0,810.75,811.0,809.0,553.0,1
2021-12-23,07:00:00,810.75,810.25,811.75,810.25,268.0,1
2021-12-23,07:15:00,810.75,809.25,810.75,809.0,269.0,1
2021-12-23,07:30:00,809.75,808.75,810.0,808.25,378.0,1
2021-12-23,07:45:00,809.25,809.75,809.75,809.0,188.0,1
2021-12-23,08:30:00,810.0,813.5,814.25,809.0,2995.0,0
2021-12-23,08:45:00,813.25,817.75,818.0,813.0,1674.0,0
2021-12-23,09:00:00,817.75,819.5,819.75,815.75,1601.0,0
2021-12-23,09:15:00,819.25,815.0,820.0,815.0,1566.0,0
2021-12-23,09:30:00,815.0,810.5,815.75,809.75,2225.0,0
2021-12-23,09:45:00,810.75,810.75,811.75,808.25,1327.0,1
2021-12-23,10:00:00,810.5,809.75,812.5,809.25,1161.0,0
2021-12-23,10:15:00,809.75,811.0,812.0,809.75,624.0,0
2021-12-23,10:30:00,811.0,812.0,812.0,810.0,639.0,0
2021-12-23,10:45:00,812.25,814.5,814.75,811.75,1130.0,0
2021-12-23,11:00:00,814.5,816.0,816.5,814.5,953.0,0
2021-12-23,11:15:00,816.0,815.25,816.75,815.25,709.0,0
2021-12-23,11:30:00,815.25,814.75,815.25,813.5,902.0,0
2021-12-23,11:45:00,814.75,814.25,815.25,814.25,350.0,0
2021-12-23,12:00:00,814.0,814.75,814.75,813.25,580.0,0
2021-12-23,12:15:00,814.5,813.75,814.5,813.25,380.0,0
2021-12-23,12:30:00,813.75,814.75,815.5,813.25,833.0,0
2021-12-23,12:45:00,814.5,815.25,815.5,814.25,660.0,0
2021-12-23,13:00:00,815.25,815.0,816.5,814.5,1441.0,0
2021-12-23,13:15:00,815.25,815.25,816.25,814.0,1436.0,1
2021-12-26,19:00:00,817.5,812.25,817.5,811.75,884.0,0
2021-12-26,19:15:00,812.5,813.75,814.5,811.5,199.0,1
2021-12-26,19:30:00,814.0,813.5,814.5,812.5,75.0,1
2021-12-26,19:45:00,813.75,813.75,814.5,813.5,97.0,0
2021-12-26,20:00:00,813.75,812.75,814.0,811.75,158.0,0
2021-12-26,20:15:00,812.5,812.5,813.0,812.0,36.0,1
2021-12-26,20:30:00,812.75,813.5,813.5,812.75,28.0,1
2021-12-26,20:45:00,814.0,813.5,814.5,813.5,42.0,0
2021-12-26,21:00:00,813.25,813.75,813.75,813.0,27.0,1
2021-12-26,21:15:00,813.5,812.75,813.75,812.5,46.0,0
2021-12-26,21:30:00,813.0,812.25,813.0,812.0,44.0,1
2021-12-26,21:45:00,812.0,812.75,812.75,812.0,11.0,0
2021-12-26,22:00:00,812.5,812.25,812.75,812.25,10.0,0
2021-12-26,22:15:00,812.25,813.0,813.0,812.25,13.0,0
2021-12-26,22:30:00,813.0,812.5,813.0,812.25,60.0,0
2021-12-26,22:45:00,812.25,811.0,812.5,810.5,83.0,1
2021-12-26,23:00:00,811.25,812.0,812.0,810.75,28.0,1
2021-12-26,23:15:00,812.0,813.0,813.0,812.0,30.0,0
2021-12-26,23:30:00,812.5,811.5,812.5,810.75,50.0,0
2021-12-26,23:45:00,811.75,811.25,811.75,810.75,25.0,0
2021-12-27,00:00:00,811.5,811.75,812.0,811.0,28.0,0
2021-12-27,00:15:00,811.25,811.75,811.75,810.25,51.0,0
2021-12-27,00:30:00,811.5,811.25,811.75,811.25,11.0,0
2021-12-27,00:45:00,811.5,812.0,812.25,811.5,34.0,0
2021-12-27,01:00:00,812.25,811.75,812.75,811.25,30.0,0
2021-12-27,01:15:00,811.5,812.0,812.0,811.0,49.0,1
2021-12-27,01:30:00,812.0,810.75,812.0,810.25,90.0,1
2021-12-27,01:45:00,811.0,811.0,811.25,810.25,21.0,1
2021-12-27,02:00:00,811.0,811.0,812.5,810.75,75.0,0
2021-12-27,02:15:00,811.0,812.0,812.5,810.25,59.0,0
2021-12-27,02:30:00,812.25,812.75,812.75,812.0,19.0,0
2021-12-27,02:45:00,812.75,814.25,814.5,812.75,141.0,0
2021-12-27,03:00:00,814.25,814.75,814.75,813.0,59.0,0
2021-12-27,03:15:00,814.5,815.75,816.25,814.5,222.0,0
2021-12-27,03:30:00,815.75,816.0,816.75,815.75,27.0,0
2021-12-27,03:45:00,816.75,817.5,818.0,816.25,265.0,0
2021-12-27,04:00:00,817.75,816.5,818.75,816.5,194.0,0
2021-12-27,04:15:00,816.75,817.0,817.75,816.75,43.0,0
2021-12-27,04:30:00,817.0,816.75,817.25,816.5,60.0,0
2021-12-27,04:45:00,817.25,816.5,817.5,816.5,30.0,0
2021-12-27,05:00:00,816.5,819.25,820.0,816.5,210.0,0
2021-12-27,05:15:00,819.5,818.5,819.75,818.5,109.0,0
2021-12-27,05:30:00,818.25,819.25,819.25,818.25,62.0,0
2021-12-27,05:45:00,819.5,820.5,820.75,819.0,119.0,0
2021-12-27,06:00:00,820.25,822.0,823.25,820.0,381.0,0
2021-12-27,06:15:00,822.0,823.5,824.0,821.75,290.0,0
2021-12-27,06:30:00,823.75,822.25,823.75,822.0,115.0,0
2021-12-27,06:45:00,822.25,820.25,822.25,820.25,259.0,0
2021-12-27,07:00:00,820.25,819.0,821.0,819.0,199.0,0
2021-12-27,07:15:00,818.75,818.5,819.5,818.25,133.0,0
2021-12-27,07:30:00,818.75,817.75,818.75,817.0,242.0,0
2021-12-27,07:45:00,817.5,818.0,818.0,817.0,62.0,0
2021-12-27,08:30:00,819.25,811.75,820.25,811.0,2398.0,0
2021-12-27,08:45:00,811.75,812.5,812.5,810.75,1163.0,1
2021-12-27,09:00:00,812.25,815.25,815.5,811.75,1207.0,0
2021-12-27,09:15:00,815.25,815.5,815.5,813.5,517.0,0
2021-12-27,09:30:00,815.25,814.75,817.0,814.0,1011.0,0
2021-12-27,09:45:00,814.75,816.75,818.25,814.25,950.0,0
2021-12-27,10:00:00,816.75,812.0,816.75,811.5,1062.0,1
2021-12-27,10:15:00,811.75,811.5,812.75,811.0,640.0,1
2021-12-27,10:30:00,811.25,812.5,813.25,810.5,501.0,0
2021-12-27,10:45:00,812.5,812.0,812.5,811.25,358.0,0
2021-12-27,11:00:00,812.0,811.25,812.5,811.0,540.0,0
2021-12-27,11:15:00,811.0,810.75,811.25,808.5,1042.0,1
2021-12-27,11:30:00,810.75,809.25,811.25,809.0,402.0,1
2021-12-27,11:45:00,809.25,804.75,809.5,804.0,1777.0,0
2021-12-27,12:00:00,804.5,805.25,806.25,804.0,1251.0,1
2021-12-27,12:15:00,805.25,805.25,805.5,803.0,1343.0,0
2021-12-27,12:30:00,805.0,805.0,805.75,804.5,478.0,0
2021-12-27,12:45:00,805.25,805.25,805.75,804.25,697.0,1
2021-12-27,13:00:00,805.5,803.5,805.5,802.5,1014.0,1
2021-12-27,13:15:00,803.5,805.75,806.5,803.25,1362.0,0
2021-12-27,19:00:00,805.75,805.0,806.25,802.25,680.0,0
2021-12-27,19:15:00,805.25,806.5,807.5,805.25,181.0,0
2021-12-27,19:30:00,806.75,806.0,807.5,806.0,108.0,0
2021-12-27,19:45:00,806.25,807.5,807.5,806.0,77.0,0
2021-12-27,20:00:00,807.5,807.75,808.0,806.75,77.0,0
2021-12-27,20:15:00,807.75,806.75,807.75,806.75,70.0,0
2021-12-27,20:30:00,806.75,806.0,807.25,806.0,80.0,0
2021-12-27,20:45:00,806.0,805.5,806.0,805.25,68.0,1
2021-12-27,21:00:00,805.75,805.25,806.0,804.75,192.0,0
2021-12-27,21:15:00,805.0,804.25,805.25,803.5,118.0,0
2021-12-27,21:30:00,804.5,806.5,806.5,804.5,47.0,0
2021-12-27,21:45:00,806.5,807.25,807.25,806.25,100.0,0
2021-12-27,22:00:00,807.0,806.0,807.25,805.75,111.0,0
2021-12-27,22:15:00,806.0,806.25,806.25,806.0,12.0,1
2021-12-27,22:30:00,806.25,806.25,806.5,806.25,17.0,0
2021-12-27,22:45:00,806.25,806.5,806.75,806.25,7.0,0
2021-12-27,23:00:00,806.5,806.75,807.0,806.5,7.0,0
2021-12-27,23:15:00,806.5,806.25,806.5,806.25,12.0,0
2021-12-27,23:30:00,806.25,805.5,806.25,805.5,85.0,0
2021-12-27,23:45:00,805.75,806.25,806.25,805.75,8.0,0
2021-12-28,00:00:00,806.25,806.75,806.75,806.25,24.0,0
2021-12-28,00:15:00,806.5,806.5,806.5,806.25,4.0,0
2021-12-28,00:30:00,806.25,806.75,806.75,806.25,15.0,0
2021-12-28,00:45:00,806.5,806.25,806.5,805.5,22.0,0
2021-12-28,01:00:00,806.0,807.5,807.75,806.0,58.0,0
2021-12-28,01:15:00,807.25,807.25,807.75,806.75,58.0,0
2021-12-28,01:30:00,807.5,806.75,807.5,806.75,46.0,0
2021-12-28,01:45:00,807.0,806.75,807.0,806.25,15.0,0
2021-12-28,02:00:00,806.5,805.25,806.75,805.0,40.0,0
2021-12-28,02:15:00,805.25,806.0,806.0,805.0,86.0,0
2021-12-28,02:30:00,806.25,806.5,806.5,806.0,27.0,0
2021-12-28,02:45:00,806.25,807.5,807.5,806.25,47.0,0
2021-12-28,03:00:00,807.5,807.25,807.75,807.0,108.0,0
2021-12-28,03:15:00,807.25,806.75,807.5,806.75,77.0,0
2021-12-28,03:30:00,806.75,805.0,806.75,805.0,39.0,0
2021-12-28,03:45:00,805.25,802.75,805.5,802.25,313.0,0
2021-12-28,04:00:00,802.75,800.25,803.0,799.25,442.0,0
2021-12-28,04:15:00,800.25,798.75,800.5,798.5,350.0,0
2021-12-28,04:30:00,799.0,797.5,799.25,796.25,505.0,0
2021-12-28,04:45:00,797.5,798.0,798.25,796.75,141.0,0
2021-12-28,05:00:00,797.75,796.25,798.25,794.5,388.0,0
2021-12-28,05:15:00,796.25,796.5,796.5,795.75,159.0,0
2021-12-28,05:30:00,796.75,799.5,799.75,796.75,275.0,0
2021-12-28,05:45:00,799.5,800.5,801.25,799.25,142.0,0
2021-12-28,06:00:00,800.0,799.0,800.75,799.0,210.0,0
2021-12-28,06:15:00,798.75,797.75,799.25,797.5,178.0,0
2021-12-28,06:30:00,798.0,796.75,798.0,796.25,197.0,1
2021-12-28,06:45:00,796.75,796.75,798.0,796.5,147.0,0
2021-12-28,07:00:00,796.75,795.0,796.75,794.0,578.0,0
2021-12-28,07:15:00,794.5,793.5,795.0,793.0,379.0,1
2021-12-28,07:30:00,793.75,791.25,794.25,790.75,808.0,1
2021-12-28,07:45:00,791.25,791.0,791.5,791.0,19.0,0
2021-12-28,08:30:00,792.0,794.5,795.0,789.75,3525.0,0
2021-12-28,08:45:00,794.5,786.25,795.0,785.75,3143.0,0
2021-12-28,09:00:00,786.25,790.0,791.25,785.75,2354.0,1
2021-12-28,09:15:00,789.75,791.75,794.0,789.75,1820.0,0
2021-12-28,09:30:00,791.75,787.75,792.5,787.5,1531.0,1
2021-12-28,09:45:00,787.75,785.75,788.25,785.25,1278.0,1
2021-12-28,10:00:00,785.75,787.0,787.5,784.5,1178.0,1
2021-12-28,10:15:00,786.75,788.75,788.75,784.75,1080.0,0
2021-12-28,10:30:00,788.5,786.5,789.0,786.25,537.0,0
2021-12-28,10:45:00,786.75,786.5,787.25,786.0,570.0,1
2021-12-28,11:00:00,786.5,786.25,787.25,786.0,500.0,1
2021-12-28,11:15:00,786.25,785.25,786.5,784.25,833.0,1
2021-12-28,11:30:00,785.0,783.75,786.0,783.25,660.0,1
2021-12-28,11:45:00,783.5,785.0,785.25,783.25,903.0,1
2021-12-28,12:00:00,785.0,783.0,786.25,782.75,905.0,0
2021-12-28,12:15:00,783.0,783.25,784.0,782.25,804.0,1
2021-12-28,12:30:00,783.25,784.25,784.75,783.0,461.0,0
2021-12-28,12:45:00,784.25,783.75,785.25,783.75,781.0,0
2021-12-28,13:00:00,784.0,783.75,784.5,781.75,1432.0,1
2021-12-28,13:15:00,783.75,784.0,785.0,783.0,1405.0,1
2021-12-28,19:00:00,785.25,785.5,786.0,783.75,547.0,0
2021-12-28,19:15:00,785.0,786.25,786.5,784.75,137.0,0
2021-12-28,19:30:00,786.25,786.5,786.75,786.0,92.0,0
2021-12-28,19:45:00,786.5,786.0,786.75,785.75,77.0,0
2021-12-28,20:00:00,786.25,786.5,786.75,786.0,68.0,0
2021-12-28,20:15:00,786.5,785.25,787.0,785.25,73.0,0
2021-12-28,20:30:00,785.25,783.0,785.25,782.75,188.0,1
2021-12-28,20:45:00,783.25,782.75,783.5,781.75,279.0,1
2021-12-28,21:00:00,783.0,783.0,783.5,782.75,126.0,1
2021-12-28,21:15:00,783.0,782.5,783.75,782.25,83.0,0
2021-12-28,21:30:00,782.5,783.25,783.5,782.5,18.0,0
2021-12-28,21:45:00,783.25,783.0,783.5,782.25,49.0,1
2021-12-28,22:00:00,783.25,782.25,783.25,782.0,42.0,1
2021-12-28,22:15:00,781.75,781.5,781.75,780.75,122.0,1
2021-12-28,22:30:00,781.5,781.25,781.75,781.25,19.0,1
2021-12-28,22:45:00,781.0,779.5,781.25,779.25,141.0,1
2021-12-28,23:00:00,779.5,778.75,779.75,776.75,517.0,1
2021-12-28,23:15:00,779.0,779.0,779.25,778.25,44.0,1
2021-12-28,23:30:00,778.75,778.75,779.75,778.25,82.0,1
2021-12-28,23:45:00,778.75,779.0,779.5,778.75,30.0,0
2021-12-29,00:00:00,778.75,778.75,779.0,778.25,34.0,1
2021-12-29,00:15:00,778.5,779.0,779.0,778.25,28.0,1
2021-12-29,00:30:00,778.75,776.75,778.75,776.75,79.0,1
2021-12-29,00:45:00,776.75,777.75,778.0,776.75,85.0,1
2021-12-29,01:00:00,777.5,778.75,779.25,777.5,141.0,0
2021-12-29,01:15:00,778.75,779.75,780.0,777.75,149.0,0
2021-12-29,01:30:00,779.75,779.25,779.75,778.5,105.0,0
2021-12-29,01:45:00,779.25,779.5,779.5,779.25,49.0,0
2021-12-29,02:00:00,779.5,779.5,779.5,778.75,92.0,0
2021-12-29,02:15:00,779.25,779.25,779.5,779.0,139.0,0
2021-12-29,02:30:00,779.25,779.5,779.5,779.0,37.0,0
2021-12-29,02:45:00,779.5,779.25,779.5,777.75,125.0,0
2021-12-29,03:00:00,779.25,781.5,781.75,778.25,209.0,0
2021-12-29,03:15:00,781.5,784.5,784.75,780.5,264.0,0
2021-12-29,03:30:00,784.75,783.25,784.75,782.75,100.0,0
2021-12-29,03:45:00,783.25,783.5,784.25,782.5,188.0,0
2021-12-29,04:00:00,783.5,783.25,784.25,783.0,178.0,0
2021-12-29,04:15:00,783.25,782.0,783.25,782.0,98.0,1
2021-12-29,04:30:00,782.25,783.25,784.0,782.0,57.0,0
2021-12-29,04:45:00,783.25,782.25,783.25,782.0,74.0,1
2021-12-29,05:00:00,782.25,779.25,782.25,779.25,152.0,1
2021-12-29,05:15:00,779.5,781.5,782.0,779.5,363.0,1
2021-12-29,05:30:00,781.5,781.75,782.0,781.0,230.0,1
2021-12-29,05:45:00,781.75,782.0,782.75,781.0,206.0,0
2021-12-29,06:00:00,782.25,780.0,782.75,780.0,264.0,0
2021-12-29,06:15:00,780.0,778.5,780.75,777.25,491.0,1
2021-12-29,06:30:00,778.75,778.0,779.5,777.0,286.0,1
2021-12-29,06:45:00,778.0,776.5,778.0,775.25,676.0,1
2021-12-29,07:00:00,776.5,777.75,778.0,775.25,567.0,1
2021-12-29,07:15:00,777.75,779.25,780.0,777.5,295.0,0
2021-12-29,07:30:00,779.0,779.0,780.0,776.75,421.0,0
2021-12-29,07:45:00,779.75,779.5,779.75,779.0,10.0,0
2021-12-29,08:30:00,779.25,780.75,781.0,774.0,3386.0,0
2021-12-29,08:45:00,780.5,786.5,789.75,780.25,3711.0,0
2021-12-29,09:00:00,786.5,787.25,787.5,785.25,1436.0,1
2021-12-29,09:15:00,787.5,789.5,790.25,787.0,1398.0,1
2021-12-29,09:30:00,789.5,789.75,791.5,788.25,1508.0,0
2021-12-29,09:45:00,789.75,788.5,790.25,788.0,991.0,0
2021-12-29,10:00:00,788.5,787.0,788.5,786.0,1082.0,1
2021-12-29,10:15:00,787.0,792.25,793.0,787.0,1923.0,0
2021-12-29,10:30:00,792.25,790.25,793.0,788.75,973.0,0
2021-12-29,10:45:00,790.25,792.25,792.25,789.25,573.0,1
2021-12-29,11:00:00,792.0,787.75,792.5,787.5,1488.0,0
2021-12-29,11:15:00,788.0,788.0,788.0,786.25,627.0,1
2021-12-29,11:30:00,788.0,788.25,788.75,787.5,357.0,0
2021-12-29,11:45:00,788.25,787.0,789.0,787.0,389.0,1
2021-12-29,12:00:00,787.25,787.5,788.25,786.5,486.0,1
2021-12-29,12:15:00,787.75,789.5,790.25,787.75,764.0,0
2021-12-29,12:30:00,789.75,788.5,790.0,788.25,382.0,1
2021-12-29,12:45:00,788.25,790.5,790.75,788.25,689.0,0
