wheat_date,wheat_time,wheat_open,wheat_high,wheat_low,wheat_close,wheat_volume,predict
2022-01-07,09:00:00,744.25,743.25,741.75,745.75,5372,0
2022-01-07,10:00:00,743.25,750.75,742.5,753.5,7242,0
2022-01-07,11:00:00,750.75,756.0,749.75,757.0,5371,0
2022-01-07,12:00:00,756.0,755.0,752.75,756.5,3367,0
2022-01-07,13:00:00,754.5,760.5,754.5,760.75,6140,0
2022-01-09,19:00:00,760.75,757.5,755.5,764.5,1753,0
2022-01-09,20:00:00,757.25,756.25,756.0,757.25,187,-1
2022-01-09,21:00:00,756.25,755.25,753.75,756.25,364,-1
2022-01-09,22:00:00,755.25,756.75,754.75,757.0,142,-1
2022-01-09,23:00:00,756.5,756.5,755.75,757.0,50,0
2022-01-10,00:00:00,756.5,755.25,754.5,756.75,155,0
2022-01-10,01:00:00,755.25,754.5,754.25,757.0,266,0
2022-01-10,02:00:00,754.25,754.0,753.25,756.25,321,0
2022-01-10,03:00:00,754.0,756.5,753.5,757.25,591,0
2022-01-10,04:00:00,756.25,756.0,754.75,757.0,406,0
2022-01-10,05:00:00,755.5,757.25,754.25,758.5,408,0
2022-01-10,06:00:00,757.75,754.75,754.5,757.75,422,0
2022-01-10,07:00:00,754.75,753.0,752.5,756.0,781,-1
2022-01-10,08:00:00,753.75,751.0,748.0,753.75,5571,-1
2022-01-10,09:00:00,751.25,756.75,751.0,757.0,4935,0
2022-01-10,10:00:00,756.75,764.5,755.5,767.5,7802,0
2022-01-10,11:00:00,764.5,763.0,762.25,767.5,3616,0
2022-01-10,12:00:00,763.0,763.0,762.0,764.75,3016,-1
2022-01-10,13:00:00,763.25,761.25,760.0,764.0,3490,0
2022-01-10,19:00:00,761.75,758.25,758.25,762.75,796,-1
2022-01-10,20:00:00,758.75,760.0,758.5,760.25,138,-1
2022-01-10,21:00:00,760.0,761.75,760.0,761.75,213,0
2022-01-10,22:00:00,761.75,762.75,761.25,763.25,200,0
2022-01-10,23:00:00,762.75,762.0,761.5,762.75,89,0
2022-01-11,00:00:00,761.75,760.25,759.75,762.25,314,-1
2022-01-11,01:00:00,760.0,761.5,759.75,762.25,256,0
2022-01-11,02:00:00,761.5,761.75,758.75,762.0,523,0
2022-01-11,03:00:00,761.75,760.25,759.75,762.25,661,0
2022-01-11,04:00:00,760.5,765.0,760.5,765.5,721,0
2022-01-11,05:00:00,764.75,765.5,764.75,766.25,418,0
2022-01-11,06:00:00,765.5,764.0,761.75,765.75,492,0
2022-01-11,07:00:00,764.25,765.5,762.5,765.75,885,0
2022-01-11,08:00:00,765.5,761.75,758.75,766.25,5036,0
2022-01-11,09:00:00,761.75,767.25,761.5,769.25,6985,0
2022-01-11,10:00:00,767.5,767.25,765.75,769.5,3238,0
2022-01-11,11:00:00,767.0,769.5,766.75,770.25,3170,0
2022-01-11,12:00:00,769.5,769.25,768.25,770.0,2289,0
2022-01-11,13:00:00,769.0,768.75,768.0,770.5,3561,0
2022-01-11,19:00:00,768.0,767.75,766.75,768.5,504,-1
2022-01-11,20:00:00,767.5,768.5,767.5,769.0,231,0
2022-01-11,21:00:00,768.5,768.0,767.5,768.5,58,0
2022-01-11,22:00:00,768.0,767.75,767.5,768.0,36,-1
2022-01-11,23:00:00,767.75,767.75,767.5,768.0,129,0
2022-01-12,00:00:00,768.0,766.5,766.5,768.25,228,0
2022-01-12,01:00:00,766.5,767.5,766.0,768.0,465,0
2022-01-12,02:00:00,767.5,769.5,767.0,769.75,1275,0
2022-01-12,03:00:00,769.5,769.25,769.0,770.0,422,0
2022-01-12,04:00:00,769.5,767.0,766.5,769.75,574,0
2022-01-12,05:00:00,766.75,765.75,765.5,768.0,933,-1
2022-01-12,06:00:00,765.75,765.75,765.5,766.75,612,-1
2022-01-12,07:00:00,765.75,765.5,764.25,766.0,712,-1
2022-01-12,08:00:00,765.5,767.75,762.75,768.25,4305,0
2022-01-12,09:00:00,767.5,764.5,763.0,767.75,4089,0
2022-01-12,10:00:00,764.5,767.25,764.25,767.5,3756,-1
2022-01-12,11:00:00,767.0,759.25,753.5,767.25,11747,0
2022-01-12,12:00:00,759.0,757.25,757.0,762.5,4592,-1
2022-01-12,13:00:00,757.25,757.25,754.75,758.5,4758,-1
2022-01-12,19:00:00,757.0,753.75,753.25,757.75,1161,-1
2022-01-12,20:00:00,753.5,751.0,750.75,754.0,721,-1
2022-01-12,21:00:00,751.0,752.0,751.0,752.75,277,-1
2022-01-12,22:00:00,752.0,752.75,752.0,753.25,137,-1
2022-01-12,23:00:00,752.75,752.25,752.0,754.25,271,0
2022-01-13,00:00:00,752.25,753.0,752.25,753.75,123,0
2022-01-13,01:00:00,753.0,753.5,752.75,755.0,382,0
2022-01-13,02:00:00,753.25,754.25,753.0,754.75,251,-1
2022-01-13,03:00:00,754.0,751.0,751.0,754.5,551,-1
2022-01-13,04:00:00,751.25,750.25,748.75,751.25,955,-1
2022-01-13,05:00:00,750.25,753.25,750.25,754.0,924,0
2022-01-13,06:00:00,753.0,752.5,751.75,755.5,948,0
2022-01-13,07:00:00,752.75,752.0,751.0,753.5,846,0
2022-01-13,08:00:00,753.5,750.0,746.5,754.0,6344,0
2022-01-13,09:00:00,749.75,746.5,743.5,752.0,6685,-1
2022-01-13,10:00:00,746.5,743.75,743.5,747.75,3487,-1
2022-01-13,11:00:00,744.0,744.5,741.0,744.5,3585,-1
2022-01-13,12:00:00,744.25,745.25,743.0,745.75,3113,0
2022-01-13,13:00:00,745.0,745.5,744.5,748.0,4576,0
2022-01-13,19:00:00,746.0,745.0,743.0,747.25,812,0
2022-01-13,20:00:00,745.25,742.75,742.0,745.25,316,-1
2022-01-13,21:00:00,742.75,743.0,742.0,743.0,140,-1
2022-01-13,22:00:00,742.75,742.25,742.0,742.75,59,-1
2022-01-13,23:00:00,742.0,742.75,741.75,743.0,101,0
2022-01-14,00:00:00,742.75,742.25,740.25,742.75,326,0
2022-01-14,01:00:00,742.0,742.25,740.25,742.75,475,0
2022-01-14,02:00:00,742.25,743.5,742.0,744.25,674,0
2022-01-14,03:00:00,743.5,742.75,740.75,744.75,580,0
2022-01-14,04:00:00,742.25,738.75,738.75,744.0,955,-1
2022-01-14,05:00:00,739.0,739.25,738.75,740.5,494,-1
2022-01-14,06:00:00,739.25,744.0,739.25,744.25,1245,0
2022-01-14,07:00:00,744.0,742.5,741.75,744.25,395,0
2022-01-14,08:00:00,742.0,742.5,738.75,743.5,4677,-1
2022-01-14,09:00:00,742.5,739.5,737.0,743.0,5405,-1
2022-01-14,10:00:00,739.5,746.25,738.0,747.0,4978,0
2022-01-14,11:00:00,746.0,744.0,743.0,746.75,2448,0
2022-01-14,12:00:00,743.75,739.75,739.75,743.75,2410,-1
2022-01-14,13:00:00,739.75,742.75,739.75,743.0,3570,-1
2022-01-17,19:00:00,742.25,749.25,741.25,749.25,1703,0
2022-01-17,20:00:00,749.25,750.25,748.5,750.25,339,0
2022-01-17,21:00:00,750.0,747.5,747.0,750.75,248,0
2022-01-17,22:00:00,747.75,748.25,747.75,748.75,78,-1
2022-01-17,23:00:00,748.25,748.25,747.5,749.25,65,0
2022-01-18,00:00:00,748.0,749.75,748.0,750.0,195,0
2022-01-18,01:00:00,749.5,750.5,749.25,750.75,255,0
2022-01-18,02:00:00,750.25,752.5,749.0,752.5,543,0
2022-01-18,03:00:00,752.5,745.75,745.5,752.5,1075,0
2022-01-18,04:00:00,746.0,749.5,745.75,750.5,448,-1
2022-01-18,05:00:00,749.5,751.0,748.75,752.0,601,0
2022-01-18,06:00:00,751.0,749.75,749.5,752.25,748,0
2022-01-18,07:00:00,750.0,750.5,747.75,751.25,740,0
2022-01-18,08:00:00,748.25,761.5,746.5,763.5,12567,0
2022-01-18,09:00:00,761.25,766.25,759.75,767.75,13160,0
2022-01-18,10:00:00,766.0,764.0,757.75,766.25,6683,0
2022-01-18,11:00:00,764.0,765.0,762.75,766.5,4263,0
2022-01-18,12:00:00,765.0,765.75,765.0,768.5,4313,0
2022-01-18,13:00:00,765.75,770.0,765.25,771.5,6037,0
2022-01-18,19:00:00,772.0,775.0,771.0,776.25,2129,0
2022-01-18,20:00:00,775.0,775.0,774.25,776.25,565,0
2022-01-18,21:00:00,775.0,772.0,772.0,775.0,238,0
2022-01-18,22:00:00,772.25,772.25,771.75,773.5,251,-1
2022-01-18,23:00:00,772.5,771.5,770.25,772.75,180,-1
2022-01-19,00:00:00,771.75,772.5,769.5,772.75,433,0
2022-01-19,01:00:00,772.75,770.75,770.75,773.25,434,0
2022-01-19,02:00:00,770.75,775.5,770.75,776.75,1317,0
2022-01-19,03:00:00,775.5,779.25,775.5,780.75,1780,0
2022-01-19,04:00:00,779.5,781.25,779.5,783.0,1102,0
2022-01-19,05:00:00,781.25,784.0,780.5,784.5,922,0
2022-01-19,06:00:00,784.0,779.5,778.75,784.25,1078,0
2022-01-19,07:00:00,779.5,777.25,777.0,780.75,1698,-1
2022-01-19,08:00:00,776.75,776.5,775.25,782.75,8442,0
2022-01-19,09:00:00,776.5,782.5,775.25,784.25,7632,0
2022-01-19,10:00:00,782.5,790.25,781.75,791.5,7721,0
2022-01-19,11:00:00,790.0,795.25,789.5,795.75,5820,0
2022-01-19,12:00:00,795.25,793.5,793.25,796.75,4370,0
2022-01-19,13:00:00,793.5,795.0,792.75,797.25,5488,0
2022-01-19,19:00:00,794.0,794.0,792.5,797.75,1320,0
2022-01-19,20:00:00,794.0,794.75,793.5,795.0,398,-1
2022-01-19,21:00:00,794.75,795.75,794.75,797.0,275,0
2022-01-19,22:00:00,795.75,800.5,795.5,801.25,793,0
2022-01-19,23:00:00,800.5,800.0,798.0,801.0,252,0
2022-01-20,00:00:00,800.0,802.5,800.0,802.75,533,0
2022-01-20,01:00:00,802.25,801.0,800.25,802.75,330,0
2022-01-20,02:00:00,800.75,798.25,796.0,801.0,1036,0
2022-01-20,03:00:00,798.5,797.25,795.0,799.0,2661,-1
2022-01-20,04:00:00,796.75,791.0,790.0,796.75,2406,-1
2022-01-20,05:00:00,790.75,792.0,788.5,792.25,1616,-1
2022-01-20,06:00:00,792.0,789.75,788.5,792.5,1296,-1
2022-01-20,07:00:00,790.0,792.5,789.0,792.75,1029,0
2022-01-20,08:00:00,792.75,788.75,783.75,794.25,8508,0
2022-01-20,09:00:00,788.5,793.25,787.0,794.75,7017,0
2022-01-20,10:00:00,793.25,793.75,791.75,799.25,6653,0
2022-01-20,11:00:00,794.0,789.75,787.75,795.75,4575,0
2022-01-20,12:00:00,789.75,790.0,788.0,790.75,2702,-1
2022-01-20,13:00:00,790.25,789.5,789.0,791.75,4005,-1
2022-01-20,19:00:00,788.0,783.25,779.0,788.5,1924,-1
2022-01-20,20:00:00,783.25,784.75,783.25,787.25,456,0
2022-01-20,21:00:00,784.75,785.5,784.0,786.0,285,-1
2022-01-20,22:00:00,785.5,781.0,780.75,785.5,262,-1
2022-01-20,23:00:00,781.0,783.5,780.5,784.5,222,0
2022-01-21,00:00:00,783.5,783.0,783.0,784.5,188,0
2022-01-21,01:00:00,783.25,787.25,782.75,787.75,255,0
2022-01-21,02:00:00,787.25,784.75,783.5,787.25,380,0
2022-01-21,03:00:00,784.5,781.75,781.75,787.25,683,0
2022-01-21,04:00:00,782.0,787.75,780.5,787.75,633,0
2022-01-21,05:00:00,787.75,786.25,784.75,788.0,344,0
2022-01-21,06:00:00,786.0,783.75,782.25,786.0,579,-1
2022-01-21,07:00:00,783.5,782.5,782.0,784.5,791,-1
2022-01-21,08:00:00,784.25,786.0,780.5,788.0,5315,0
2022-01-21,09:00:00,786.0,781.5,779.5,791.0,7722,0
2022-01-21,10:00:00,781.25,784.75,781.0,786.25,3336,-1
2022-01-21,11:00:00,784.5,785.0,784.25,787.5,3433,0
2022-01-21,12:00:00,785.25,783.75,783.75,787.5,2363,0
2022-01-21,13:00:00,783.75,778.5,778.0,784.25,5784,-1
2022-01-23,19:00:00,794.0,792.75,788.25,795.0,3120,0
2022-01-23,20:00:00,793.0,794.5,792.0,795.75,713,0
2022-01-23,21:00:00,794.75,794.75,792.75,795.25,304,0
2022-01-23,22:00:00,794.75,795.75,794.75,796.25,230,0
2022-01-23,23:00:00,795.75,796.0,794.5,796.25,189,0
2022-01-24,00:00:00,796.0,793.75,792.75,796.0,314,0
2022-01-24,01:00:00,793.75,790.5,789.5,793.75,533,-1
2022-01-24,02:00:00,790.5,789.25,787.5,791.5,699,-1
2022-01-24,03:00:00,789.5,788.5,785.25,791.0,1090,-1
2022-01-24,04:00:00,788.25,782.25,780.5,789.0,2365,-1
2022-01-24,05:00:00,782.75,785.0,781.75,786.25,782,-1
2022-01-24,06:00:00,784.75,785.75,783.0,787.0,575,0
2022-01-24,07:00:00,785.75,782.5,781.5,785.75,819,-1
2022-01-24,08:00:00,781.5,786.75,775.75,790.5,7384,0
2022-01-24,09:00:00,787.0,792.25,781.0,796.5,9451,0
2022-01-24,10:00:00,792.5,790.25,788.25,795.0,4892,0
2022-01-24,11:00:00,790.0,795.75,788.25,796.0,4139,0
2022-01-24,12:00:00,795.75,798.25,795.25,799.0,4478,0
2022-01-24,13:00:00,798.25,801.5,797.75,802.5,4585,0
2022-01-24,19:00:00,801.0,804.5,800.5,806.5,1841,0
2022-01-24,20:00:00,804.75,807.0,804.25,807.5,708,0
2022-01-24,21:00:00,807.25,805.25,804.5,807.25,260,0
2022-01-24,22:00:00,805.25,806.0,804.25,806.0,143,0
2022-01-24,23:00:00,805.75,807.25,805.5,807.5,146,0
2022-01-25,00:00:00,807.5,807.25,807.0,807.75,187,0
2022-01-25,01:00:00,807.25,806.5,805.25,807.5,313,0
2022-01-25,02:00:00,806.5,806.25,804.25,807.75,540,0
2022-01-25,03:00:00,806.0,815.75,805.25,815.75,2476,0
2022-01-25,04:00:00,815.5,812.25,810.25,815.75,1289,0
2022-01-25,05:00:00,812.25,812.0,808.75,813.0,816,0
2022-01-25,06:00:00,812.5,812.75,809.0,814.25,1358,0
2022-01-25,07:00:00,812.75,813.0,810.25,813.75,857,0
2022-01-25,08:00:00,810.75,817.5,809.5,820.0,10226,0
2022-01-25,09:00:00,817.5,815.0,812.5,819.5,7409,0
2022-01-25,10:00:00,814.75,821.25,814.5,823.25,7193,0
2022-01-25,11:00:00,821.0,825.5,820.5,831.5,10503,0
2022-01-25,12:00:00,825.5,821.0,819.5,825.75,5963,-1
2022-01-25,13:00:00,821.25,816.25,816.0,823.5,5878,-1
2022-01-25,19:00:00,817.25,808.25,805.75,817.5,2150,-1
2022-01-25,20:00:00,808.25,807.75,806.75,809.5,508,-1
2022-01-25,21:00:00,807.5,806.25,805.5,807.75,383,-1
2022-01-25,22:00:00,806.25,806.5,805.5,806.75,99,-1
2022-01-25,23:00:00,806.5,810.25,806.0,810.75,461,0
2022-01-26,00:00:00,810.75,811.25,810.75,812.5,1418,0
2022-01-26,01:00:00,811.25,809.25,808.5,813.0,2431,0
2022-01-26,02:00:00,809.0,808.75,807.25,809.75,1045,-1
2022-01-26,03:00:00,808.75,806.75,806.25,812.25,1745,0
2022-01-26,04:00:00,807.25,804.75,804.0,808.5,785,-1
2022-01-26,05:00:00,805.0,803.75,802.0,806.0,1250,-1
2022-01-26,06:00:00,803.75,802.75,802.0,807.25,1736,0
2022-01-26,07:00:00,802.75,805.0,796.5,805.75,2669,0
2022-01-26,08:00:00,803.0,793.75,793.0,805.5,9427,0
2022-01-26,09:00:00,793.5,790.75,787.0,797.5,10636,-1
2022-01-26,10:00:00,790.75,789.5,787.25,793.0,6582,-1
2022-01-26,11:00:00,789.25,795.0,788.75,796.0,4770,0
2022-01-26,12:00:00,795.0,795.0,792.5,796.25,4027,0
2022-01-26,13:00:00,795.5,792.75,791.5,796.25,3495,0
2022-01-26,19:00:00,794.25,788.5,788.25,795.0,1161,-1
2022-01-26,20:00:00,788.5,784.75,782.75,788.5,2029,-1
2022-01-26,21:00:00,785.0,786.0,784.75,788.5,1666,-1
2022-01-26,22:00:00,786.0,787.5,785.75,787.5,345,0
2022-01-26,23:00:00,787.75,786.5,786.5,787.75,2005,0
2022-01-27,00:00:00,786.25,785.0,784.75,786.5,405,0
2022-01-27,01:00:00,785.25,785.75,784.75,786.75,293,-1
2022-01-27,02:00:00,785.75,791.25,785.5,791.25,484,0
2022-01-27,03:00:00,791.0,792.5,789.75,793.0,528,0
2022-01-27,04:00:00,792.25,794.25,791.5,795.0,800,0
2022-01-27,05:00:00,793.75,795.25,791.5,795.5,1904,0
2022-01-27,06:00:00,795.25,790.25,790.25,795.5,1265,0
2022-01-27,07:00:00,790.25,784.0,783.5,790.5,2044,-1
2022-01-27,08:00:00,783.5,778.5,777.0,786.25,8024,-1
2022-01-27,09:00:00,778.5,780.75,774.0,782.0,9255,-1
2022-01-27,10:00:00,780.75,781.75,778.5,784.75,6646,0
2022-01-27,11:00:00,781.75,778.5,777.5,782.75,4916,0
2022-01-27,12:00:00,778.5,776.0,774.75,779.5,3495,-1
2022-01-27,13:00:00,776.0,776.25,775.5,778.0,3567,-1
2022-01-27,19:00:00,777.25,783.0,776.0,783.25,1505,0
2022-01-27,20:00:00,783.25,783.0,782.75,784.75,480,0
2022-01-27,21:00:00,783.0,784.0,782.75,784.5,181,0
2022-01-27,22:00:00,783.75,785.5,783.25,785.75,202,0
2022-01-27,23:00:00,785.5,787.75,785.5,787.75,1685,0
2022-01-28,00:00:00,787.75,787.75,785.75,788.0,1040,0
2022-01-28,01:00:00,787.75,787.25,785.0,787.75,1463,0
2022-01-28,02:00:00,787.0,786.25,785.25,787.25,1920,0
2022-01-28,03:00:00,786.25,785.5,784.0,786.5,979,-1
2022-01-28,04:00:00,785.5,785.5,783.5,787.25,1637,0
2022-01-28,05:00:00,785.75,783.5,780.5,785.75,626,0
2022-01-28,06:00:00,783.25,775.25,775.25,785.0,1398,0
2022-01-28,07:00:00,775.25,781.0,774.75,782.0,997,-1
2022-01-28,08:00:00,781.5,782.25,778.0,785.25,5377,0
2022-01-28,09:00:00,782.25,787.0,780.5,788.0,6097,0
2022-01-28,10:00:00,786.75,788.75,786.25,793.5,6538,0
2022-01-28,11:00:00,788.75,786.75,785.25,789.75,4314,0
2022-01-28,12:00:00,787.0,786.5,785.25,787.75,1685,-1
2022-01-28,13:00:00,786.5,787.25,785.25,788.75,2716,0
2022-01-30,19:00:00,793.0,794.5,792.0,797.75,2127,0
2022-01-30,20:00:00,794.75,797.25,794.5,798.5,839,0
2022-01-30,21:00:00,797.25,796.5,795.75,798.0,637,0
2022-01-30,22:00:00,797.0,795.0,794.25,798.25,1358,0
2022-01-30,23:00:00,795.0,793.25,792.25,796.0,1473,-1
2022-01-31,00:00:00,793.0,791.0,790.75,794.5,536,-1
2022-01-31,01:00:00,791.0,792.75,790.5,793.0,826,-1
2022-01-31,02:00:00,792.5,796.25,791.0,797.0,1870,0
2022-01-31,03:00:00,796.25,794.5,793.75,796.25,432,0
2022-01-31,04:00:00,794.5,795.5,792.5,795.75,2009,-1
2022-01-31,05:00:00,795.5,792.0,791.0,795.75,430,0
2022-01-31,06:00:00,792.0,788.75,787.0,792.0,1007,-1
2022-01-31,07:00:00,788.75,787.75,786.0,789.0,458,-1
2022-01-31,08:00:00,787.75,773.0,772.0,788.0,7773,0
2022-01-31,09:00:00,773.25,764.75,763.75,774.5,10548,-1
2022-01-31,10:00:00,764.75,769.25,763.0,770.75,6189,-1
2022-01-31,11:00:00,769.0,758.25,756.75,771.25,9405,-1
2022-01-31,12:00:00,758.25,761.0,758.0,761.5,4925,-1
2022-01-31,13:00:00,761.0,761.0,759.0,762.5,5269,0
2022-01-31,19:00:00,762.5,761.5,760.75,764.75,1228,0
2022-01-31,20:00:00,761.75,761.0,760.5,762.5,298,0
2022-01-31,21:00:00,761.0,762.75,761.0,764.5,199,0
2022-01-31,22:00:00,763.0,764.75,763.0,764.75,642,0
2022-01-31,23:00:00,764.5,763.0,762.75,764.75,311,0
2022-02-01,00:00:00,763.0,762.5,761.5,763.0,575,-1
2022-02-01,01:00:00,762.5,763.0,762.0,763.75,330,0
2022-02-01,02:00:00,762.75,767.0,762.5,767.5,682,0
2022-02-01,03:00:00,766.75,766.5,763.25,768.0,1136,0
2022-02-01,04:00:00,766.5,768.25,766.25,769.0,790,0
2022-02-01,05:00:00,769.0,768.5,767.75,769.75,724,0
2022-02-01,06:00:00,768.5,766.0,763.75,769.25,2467,0
2022-02-01,07:00:00,766.25,770.0,765.75,772.25,1733,0
2022-02-01,08:00:00,766.75,769.5,766.5,776.75,7610,0
2022-02-01,09:00:00,769.5,773.0,765.5,774.75,6523,-1
2022-02-01,10:00:00,773.0,772.5,769.75,774.75,3966,-1
2022-02-01,11:00:00,772.75,768.75,766.75,774.75,4746,0
2022-02-01,12:00:00,768.75,768.0,767.0,769.5,2847,-1
2022-02-01,13:00:00,768.0,769.5,766.75,769.75,2713,-1
2022-02-01,19:00:00,770.0,769.0,768.5,773.5,1059,0
2022-02-01,20:00:00,768.75,764.25,764.0,768.75,611,0
2022-02-01,21:00:00,764.25,761.75,759.0,764.25,1085,-1
2022-02-01,22:00:00,761.75,762.5,761.75,764.0,945,-1
2022-02-01,23:00:00,762.25,762.75,761.0,763.0,1055,-1
2022-02-02,00:00:00,763.0,763.0,762.25,764.0,191,0
2022-02-02,01:00:00,763.0,764.0,763.0,766.0,453,0
2022-02-02,02:00:00,764.25,764.25,763.25,766.0,403,0
2022-02-02,03:00:00,764.25,768.0,763.5,768.25,386,-1
2022-02-02,04:00:00,768.25,770.5,766.0,770.75,530,0
2022-02-02,05:00:00,770.25,772.0,766.5,772.5,1656,0
2022-02-02,06:00:00,772.0,770.75,769.75,772.75,1047,0
2022-02-02,07:00:00,771.0,774.75,769.5,775.25,1126,0
2022-02-02,08:00:00,775.25,768.75,765.5,778.5,7688,0
2022-02-02,09:00:00,769.0,770.25,767.75,775.75,7311,0
2022-02-02,10:00:00,770.5,753.75,752.25,771.5,11075,-1
2022-02-02,11:00:00,754.0,752.0,749.25,755.75,6622,-1
2022-02-02,12:00:00,752.25,754.75,751.5,755.0,3304,-1
2022-02-02,13:00:00,754.5,755.5,752.25,755.75,3812,-1
2022-02-02,19:00:00,754.0,755.25,753.0,756.5,923,0
2022-02-02,20:00:00,755.0,754.5,754.5,756.25,144,0
2022-02-02,21:00:00,754.5,753.25,752.25,755.0,177,-1
2022-02-02,22:00:00,753.0,752.0,750.25,753.0,178,-1
2022-02-02,23:00:00,752.0,750.0,749.25,752.0,308,0
2022-02-03,00:00:00,749.5,748.5,748.5,751.0,998,0
2022-02-03,01:00:00,748.25,747.25,747.25,750.25,1549,0
