wheat_date,wheat_time,wheat_open,wheat_high,wheat_close,wheat_low,wheat_volume,predict
2021-04-12,09:59:00,629.75,634.25,633.5,627.25,6392,0
2021-04-12,10:59:00,633.5,636,634.25,632.5,2924,0
2021-04-12,11:59:00,634.25,634.25,633.75,631,3516,0
2021-04-12,12:58:00,633.5,635,634,632.25,1921,0
2021-04-12,13:20:00,634,635,632,631.75,3001,0
2021-04-12,19:59:00,634.5,635,634.25,632.5,570,0
2021-04-12,20:59:00,634.25,634.25,634,632.75,72,0
2021-04-12,21:59:00,634,635.5,634.25,632.75,172,0
2021-04-12,22:59:00,634.25,636,635.5,634.25,113,0
2021-04-12,23:57:00,635.5,635.75,635,633.75,116,0
2021-04-13,00:59:00,635.25,635.5,635,633.25,247,0
2021-04-13,01:58:00,635,635.75,635.75,634.25,161,0
2021-04-13,02:58:00,635.5,637,635.75,634.75,370,0
2021-04-13,03:59:00,635.5,637.75,636.75,633.25,701,0
2021-04-13,04:59:00,637,640,638,635.75,759,0
2021-04-13,05:59:00,638,638.75,635.25,635.25,303,0
2021-04-13,06:59:00,636.75,637,635.75,634,310,0
2021-04-13,07:45:00,635.75,636.75,636.75,634.75,380,0
2021-04-13,08:59:00,637,641.25,639.75,636.75,4454,0
2021-04-13,09:59:00,639.75,641.5,636.5,634.75,4020,0
2021-04-13,10:59:00,636.5,637.75,636,635.75,2365,0
2021-04-13,11:59:00,636,638,635.5,635.25,2616,0
2021-04-13,12:59:00,635.75,637.5,637.25,635.5,1401,0
2021-04-13,13:20:00,637.25,637.25,635,633.5,4284,0
2021-04-13,19:59:00,634.5,638.5,637,634.25,821,0
2021-04-13,20:56:00,636.5,637.75,637.5,636.25,111,0
2021-04-13,21:59:00,637.75,638,637.25,637,90,0
2021-04-13,22:50:00,637.25,637.25,636.5,636,66,0
2021-04-13,23:59:00,636.5,637,636.5,636.5,23,0
2021-04-14,00:55:00,636.5,637,636.75,636,147,0
2021-04-14,01:58:00,636.75,637.75,637.75,636.75,106,0
2021-04-14,02:58:00,638,639.25,638.75,637.75,407,0
2021-04-14,03:59:00,638.25,640.75,640.5,638.25,300,0
2021-04-14,04:59:00,640.5,641.25,640,638.5,435,0
2021-04-14,05:59:00,640.25,642.75,642.5,640.25,370,0
2021-04-14,06:59:00,642.75,643,641.25,641,455,0
2021-04-14,07:45:00,641.5,642.5,641.5,640.75,713,1
2021-04-14,08:59:00,641,658.5,654.25,639.75,16379,0
2021-04-14,09:59:00,654.25,655,650,648,8178,0
2021-04-14,10:59:00,649.75,653,653,648.75,3095,0
2021-04-14,11:59:00,653,654.25,653.5,651,3564,0
2021-04-14,12:59:00,653.25,653.5,649.5,649,3201,0
2021-04-14,13:20:00,649.75,651,650,649,3851,0
2021-04-14,19:58:00,649.5,651.25,648.75,648.25,531,0
2021-04-14,20:58:00,648.75,649.5,649,648.75,140,0
2021-04-14,21:59:00,649,649,648.5,648.25,92,0
2021-04-14,22:54:00,648.5,648.5,647.75,647.5,135,0
2021-04-14,23:58:00,647.75,648.75,648.25,647.75,141,0
2021-04-15,00:58:00,648.25,648.25,646.75,646.75,181,1
2021-04-15,01:59:00,647,650.5,650.5,646.75,353,0
2021-04-15,02:59:00,650.5,652.75,651.75,650,730,0
2021-04-15,03:58:00,651.75,654,654,651.25,350,0
2021-04-15,04:59:00,654,657,656.25,654,580,0
2021-04-15,05:59:00,656,657,656.5,655,143,0
2021-04-15,06:59:00,656.5,656.5,655.5,654.75,312,0
2021-04-15,07:45:00,655.5,656.75,652,651.75,1611,0
2021-04-15,08:59:00,651.25,652.75,646.25,641,11098,1
2021-04-15,09:59:00,646.25,658,654.5,645,5752,0
2021-04-15,10:59:00,654.25,659,655,652.75,6524,0
2021-04-15,11:59:00,654.75,655.25,652,650.25,3443,0
2021-04-15,12:59:00,652,654.75,654.25,651.75,1698,0
2021-04-15,13:20:00,654.25,656,654.5,653,2740,0
2021-04-15,19:57:00,654.5,655.5,652.5,651.25,703,1
2021-04-15,20:57:00,652.5,656.75,656,652,846,0
2021-04-15,21:58:00,655.5,656,655.5,655.25,80,0
2021-04-15,22:59:00,655.25,655.5,654.75,654.75,91,0
2021-04-15,23:58:00,654.75,654.75,653.75,653.75,122,0
2021-04-16,00:58:00,653.75,654.5,654.25,653.25,237,0
2021-04-16,01:59:00,654,654.25,652.75,652.5,185,0
2021-04-16,02:59:00,652.5,654,653.75,652,165,0
2021-04-16,03:59:00,654,655,652.25,652.25,318,0
2021-04-16,04:59:00,652.25,652.25,651.75,649.5,509,0
2021-04-16,05:56:00,651.5,655.75,654,651.5,609,1
2021-04-16,06:59:00,654.25,660,659.5,654.25,1348,0
2021-04-16,07:45:00,659.75,660,659.25,657.5,1447,0
2021-04-16,08:59:00,659.25,660.75,654,653.5,8378,0
2021-04-16,09:59:00,654,656.25,654,652.5,5359,0
2021-04-16,10:59:00,653.75,655,651.25,650,3394,0
2021-04-16,11:59:00,651,652.75,652.25,650.5,2351,0
2021-04-16,12:59:00,652.25,654,653,652,2199,0
2021-04-16,13:20:00,653,655.75,655.25,652.25,2674,0
2021-04-18,19:59:00,655.75,657.5,655.75,654.25,1102,0
2021-04-18,20:59:00,655.75,656,655.75,655,177,0
2021-04-18,21:59:00,656,656.75,656.25,655.5,136,0
2021-04-18,22:58:00,656.25,656.25,656,655.5,88,0
2021-04-18,23:57:00,656,657.5,657.25,655.75,190,0
2021-04-19,00:59:00,657,657.75,656.75,656.5,373,0
2021-04-19,01:59:00,656.75,659.5,658.75,656.5,508,0
2021-04-19,02:59:00,658.25,663,661.25,657,1665,0
2021-04-19,03:59:00,661.25,662.5,662,661,584,0
2021-04-19,04:59:00,661.75,662,659.75,656.75,1720,0
2021-04-19,05:59:00,660,660.5,660,658.75,395,0
2021-04-19,06:59:00,659.75,660,658.25,656.75,765,0
2021-04-19,07:45:00,658.5,660,658.75,658.25,565,0
2021-04-19,08:59:00,658.75,659.25,656.25,654.75,6142,0
2021-04-19,09:59:00,656.5,657.75,657.5,653.5,4696,0
2021-04-19,10:59:00,657.5,658.25,654.5,654.25,3030,0
2021-04-19,11:59:00,654.5,657,656,654.25,2500,0
2021-04-19,12:59:00,656,658,654.5,654.25,2690,0
2021-04-19,13:20:00,654.5,655,653,652.5,2975,0
2021-04-19,19:55:00,653,653,652.75,651.25,799,0
2021-04-19,20:59:00,652.5,655.5,655,652.5,278,0
2021-04-19,21:59:00,655,656.25,655.75,654.5,219,0
2021-04-19,22:57:00,655.5,656.75,655.5,655,314,0
2021-04-19,23:56:00,655.5,655.75,655.5,655.25,101,0
2021-04-20,00:59:00,655.25,655.5,655.25,654.75,89,0
2021-04-20,01:59:00,655.5,657.5,657.5,655,292,0
2021-04-20,02:58:00,657.5,658.75,657.75,656.75,426,0
2021-04-20,03:59:00,657.5,659.5,658.75,656.75,719,0
2021-04-20,04:59:00,658.75,660.25,660,658.75,894,0
2021-04-20,05:59:00,660,660,659,658.5,343,0
2021-04-20,06:59:00,658.75,659.25,658.75,657,388,0
2021-04-20,07:45:00,659,659.5,658.5,657.75,656,1
2021-04-20,08:59:00,658.75,670.5,669.25,656.75,15041,1
2021-04-20,09:59:00,669.25,679.5,673.75,668,21130,0
2021-04-20,10:59:00,673.75,674.25,667.5,667,5258,0
2021-04-20,11:59:00,667.75,668.5,664,663.25,4744,0
2021-04-20,12:59:00,664,665.75,664.5,663.5,3246,0
2021-04-20,13:20:00,664.75,665.25,660.75,660.5,4294,0
2021-04-20,19:58:00,664.25,666.25,663,662.5,1758,0
