wheat_date,wheat_time,wheat_open,wheat_high,wheat_low,wheat_close,wheat_volume
2022/2/1,3:53,766.000,766.000,766.000,766.000,18
2022/2/1,3:54,766.000,766.000,766.000,766.000,4
2022/2/1,3:55,765.750,765.750,765.750,765.750,2
2022/2/1,3:56,766.000,766.000,766.000,766.000,4
2022/2/1,3:57,765.750,766.000,765.750,766.000,10
2022/2/1,3:58,766.500,766.500,766.500,766.500,1
2022/2/1,3:59,766.500,766.750,766.500,766.500,6
2022/2/1,4:00,766.750,767.000,766.750,767.000,11
2022/2/1,4:01,767.000,767.000,766.500,766.500,11
2022/2/1,4:02,766.250,766.750,766.250,766.750,14
2022/2/1,4:03,767.000,767.000,767.000,767.000,4
2022/2/1,4:04,767.000,767.750,767.000,767.500,75
2022/2/1,4:05,767.500,767.750,767.500,767.500,12
2022/2/1,4:06,767.500,767.500,767.500,767.500,4
2022/2/1,4:07,767.500,767.500,767.250,767.250,4
2022/2/1,4:08,767.250,767.500,767.250,767.500,10
2022/2/1,4:09,767.500,767.750,767.500,767.750,17
2022/2/1,4:10,767.750,768.000,767.750,768.000,40
2022/2/1,4:11,767.750,767.750,767.000,767.250,16
2022/2/1,4:12,767.250,767.250,767.250,767.250,1
2022/2/1,4:13,767.500,767.500,767.500,767.500,1
2022/2/1,4:14,767.500,768.250,767.500,768.250,12
2022/2/1,4:15,768.250,769.000,768.250,769.000,21
2022/2/1,4:16,768.750,768.750,768.500,768.500,15
2022/2/1,4:17,768.250,768.250,768.250,768.250,5
2022/2/1,4:18,768.000,768.250,768.000,768.000,8
2022/2/1,4:19,768.250,768.250,768.250,768.250,17
2022/2/1,4:20,768.000,768.000,767.500,767.500,15
2022/2/1,4:21,768.000,768.250,768.000,768.000,19
2022/2/1,4:22,767.750,767.750,767.500,767.750,9
2022/2/1,4:23,767.750,768.000,767.500,767.500,15
2022/2/1,4:24,767.750,767.750,767.500,767.500,7
2022/2/1,4:25,767.500,767.500,767.250,767.500,4
2022/2/1,4:26,767.750,767.750,767.750,767.750,4
2022/2/1,4:27,768.000,768.000,767.250,767.250,13
2022/2/1,4:28,767.500,767.750,767.500,767.750,6
2022/2/1,4:29,767.750,768.000,767.750,768.000,10
2022/2/1,4:30,767.750,767.750,767.250,767.500,6
2022/2/1,4:31,767.750,768.250,767.750,768.250,10
2022/2/1,4:32,768.250,768.250,768.250,768.250,3
2022/2/1,4:33,768.250,768.250,768.250,768.250,26
2022/2/1,4:34,768.000,768.000,767.750,768.000,11
2022/2/1,4:35,768.000,768.000,768.000,768.000,4
2022/2/1,4:36,768.250,768.250,768.250,768.250,2
2022/2/1,4:37,768.250,768.250,768.000,768.000,17
2022/2/1,4:38,768.000,768.250,768.000,768.000,10
2022/2/1,4:39,768.000,768.750,768.000,768.250,56
2022/2/1,4:40,768.250,768.250,768.000,768.000,6
2022/2/1,4:41,768.000,768.000,768.000,768.000,4
2022/2/1,4:42,768.000,768.000,768.000,768.000,3
2022/2/1,4:43,768.000,768.000,767.500,767.500,9
2022/2/1,4:45,767.750,768.500,767.750,768.000,22
2022/2/1,4:46,768.500,768.500,768.500,768.500,4
2022/2/1,4:47,768.500,769.000,768.500,768.500,8
2022/2/1,4:48,768.750,768.750,768.750,768.750,6
2022/2/1,4:49,769.000,769.000,768.750,768.750,30
2022/2/1,4:50,768.750,768.750,768.500,768.500,19
2022/2/1,4:51,768.750,768.750,768.250,768.250,22
2022/2/1,4:52,768.250,768.250,767.750,767.750,54
2022/2/1,4:53,768.000,768.500,768.000,768.250,6
2022/2/1,4:54,768.000,768.000,768.000,768.000,2
2022/2/1,4:55,768.250,768.250,768.250,768.250,3
2022/2/1,4:56,768.500,768.500,768.500,768.500,1
2022/2/1,4:57,768.500,768.500,768.500,768.500,33
2022/2/1,4:58,768.500,768.500,768.250,768.250,7
2022/2/1,4:59,769.000,769.000,769.000,769.000,6
2022/2/1,5:00,769.000,769.250,769.000,769.000,27
2022/2/1,5:01,769.250,769.250,769.250,769.250,2
2022/2/1,5:02,769.250,769.500,769.250,769.500,5
2022/2/1,5:03,769.500,769.500,769.500,769.500,25
2022/2/1,5:05,769.750,769.750,769.750,769.750,6
2022/2/1,5:06,769.750,769.750,769.750,769.750,11
2022/2/1,5:07,769.750,769.750,769.500,769.500,21
2022/2/1,5:08,769.750,769.750,769.500,769.500,6
2022/2/1,5:09,769.750,769.750,769.500,769.500,3
2022/2/1,5:10,769.500,769.750,769.500,769.500,13
2022/2/1,5:11,769.500,769.500,769.000,769.000,12
2022/2/1,5:12,769.250,769.500,769.250,769.500,19
2022/2/1,5:13,769.250,769.500,768.750,768.750,25
2022/2/1,5:14,768.750,769.250,768.750,769.250,3
2022/2/1,5:15,769.250,769.250,769.250,769.250,3
2022/2/1,5:16,769.250,769.250,769.250,769.250,1
2022/2/1,5:17,769.250,769.250,768.500,768.500,26
2022/2/1,5:18,768.750,768.750,768.500,768.500,8
2022/2/1,5:19,768.750,769.250,768.750,769.000,15
2022/2/1,5:20,769.000,769.750,769.000,769.500,43
2022/2/1,5:21,769.500,769.500,769.500,769.500,9
2022/2/1,5:22,769.500,769.750,769.500,769.500,7
2022/2/1,5:24,769.250,769.250,769.250,769.250,7
2022/2/1,5:25,769.500,769.500,769.000,769.000,15
2022/2/1,5:26,769.250,769.250,769.250,769.250,4
2022/2/1,5:27,769.250,769.500,769.250,769.250,11
2022/2/1,5:28,769.250,769.250,768.250,768.250,27
2022/2/1,5:29,768.250,768.750,768.250,768.500,29
2022/2/1,5:30,768.500,768.750,768.500,768.750,10
2022/2/1,5:31,768.250,768.250,768.250,768.250,1
2022/2/1,5:32,768.250,768.500,768.250,768.500,3
2022/2/1,5:33,768.250,769.250,768.250,769.000,54
2022/2/1,5:34,769.000,769.250,769.000,769.250,8
2022/2/1,5:35,769.250,769.500,769.250,769.500,20
2022/2/1,5:36,769.250,769.250,769.250,769.250,3
2022/2/1,5:37,769.250,769.250,769.250,769.250,4
2022/2/1,5:38,769.500,769.750,768.750,768.750,84
2022/2/1,5:39,768.500,768.750,768.500,768.750,8
2022/2/1,5:40,769.000,769.250,768.750,768.750,11
2022/2/1,5:41,768.250,768.250,767.750,767.750,8
2022/2/1,5:42,768.000,768.000,768.000,768.000,7
2022/2/1,5:43,768.000,768.000,768.000,768.000,3
2022/2/1,5:44,768.000,768.250,768.000,768.000,8
2022/2/1,5:45,768.250,768.250,768.250,768.250,3
2022/2/1,5:46,768.500,769.000,768.500,768.500,11
2022/2/1,5:47,768.750,769.000,768.750,769.000,4
2022/2/1,5:48,769.000,769.250,769.000,769.000,16
2022/2/1,5:49,769.000,769.000,769.000,769.000,2
2022/2/1,5:50,768.750,769.250,768.750,769.250,18
2022/2/1,5:51,769.500,769.500,769.250,769.500,10
2022/2/1,5:52,769.250,769.500,769.000,769.500,21
2022/2/1,5:54,769.000,769.000,769.000,769.000,1
2022/2/1,5:55,769.250,769.250,769.250,769.250,4
2022/2/1,5:56,769.000,769.000,769.000,769.000,3
2022/2/1,5:57,768.750,768.750,768.750,768.750,4
2022/2/1,5:58,768.500,768.500,768.250,768.500,6
2022/2/1,6:00,768.500,768.500,768.500,768.500,3
2022/2/1,6:01,768.500,768.500,768.500,768.500,2
2022/2/1,6:02,768.750,769.000,768.750,769.000,13
2022/2/1,6:03,769.250,769.250,768.750,768.750,20
2022/2/1,6:04,768.750,768.750,768.250,768.500,26
2022/2/1,6:05,768.250,768.250,767.750,767.750,23
2022/2/1,6:06,767.750,768.250,767.750,768.250,11
2022/2/1,6:07,768.500,768.500,768.250,768.250,11
2022/2/1,6:08,768.000,768.000,768.000,768.000,1
2022/2/1,6:10,768.000,768.000,768.000,768.000,4
2022/2/1,6:11,768.000,768.000,768.000,768.000,1
2022/2/1,6:12,767.750,767.750,767.000,767.750,29
2022/2/1,6:13,767.750,768.000,767.250,767.750,118
2022/2/1,6:14,767.750,768.000,767.500,767.500,154
2022/2/1,6:15,767.750,767.750,767.500,767.750,36
2022/2/1,6:16,767.750,768.250,767.750,768.000,143
2022/2/1,6:17,768.250,768.250,767.500,767.750,112
2022/2/1,6:18,767.750,768.000,767.500,767.750,28
2022/2/1,6:19,767.750,767.750,767.000,767.250,131
2022/2/1,6:20,767.500,767.750,767.500,767.500,69
2022/2/1,6:21,767.250,767.250,766.750,766.750,55
2022/2/1,6:22,766.750,766.750,765.500,766.250,146
2022/2/1,6:23,766.250,766.750,765.750,766.500,114
2022/2/1,6:24,766.250,766.250,765.000,765.500,44
2022/2/1,6:25,765.250,765.250,765.000,765.000,10
2022/2/1,6:26,765.000,765.500,765.000,765.250,15
2022/2/1,6:27,765.250,765.250,765.000,765.250,6
2022/2/1,6:28,765.000,765.000,764.750,765.000,8
2022/2/1,6:29,765.000,765.750,765.000,765.750,11
2022/2/1,6:30,765.750,766.250,765.000,765.500,56
2022/2/1,6:31,765.750,765.750,765.000,765.000,19
2022/2/1,6:32,764.750,764.750,764.250,764.250,61
2022/2/1,6:33,764.250,764.250,764.000,764.000,23
2022/2/1,6:34,764.250,764.500,764.000,764.000,19
2022/2/1,6:35,764.250,764.250,764.250,764.250,1
2022/2/1,6:36,764.500,764.500,764.000,764.250,12
2022/2/1,6:37,764.250,764.750,764.000,764.250,24
2022/2/1,6:38,764.250,764.750,763.750,764.750,26
2022/2/1,6:39,764.750,765.250,764.750,765.250,7
2022/2/1,6:40,765.000,765.000,765.000,765.000,11
2022/2/1,6:41,765.000,765.000,764.500,764.750,26
2022/2/1,6:42,764.750,764.750,764.750,764.750,3
2022/2/1,6:43,764.500,764.500,764.000,764.000,24
2022/2/1,6:44,764.250,764.750,764.250,764.750,44
2022/2/1,6:45,764.750,765.250,764.750,765.250,70
2022/2/1,6:46,765.000,765.000,764.750,764.750,15
2022/2/1,6:47,764.750,765.000,764.500,765.000,168
2022/2/1,6:48,765.000,765.500,764.750,765.250,44
2022/2/1,6:49,765.250,765.750,765.250,765.250,31
2022/2/1,6:50,765.250,765.500,765.000,765.000,62
2022/2/1,6:51,765.250,766.000,765.250,765.750,73
2022/2/1,6:52,766.000,766.250,765.750,765.750,44
2022/2/1,6:53,766.000,766.000,765.750,765.750,11
2022/2/1,6:54,766.000,766.000,765.750,765.750,14
2022/2/1,6:55,766.000,766.500,766.000,766.500,9
2022/2/1,6:56,766.500,766.750,766.250,766.500,23
2022/2/1,6:57,766.500,766.500,765.750,765.750,49
2022/2/1,6:58,765.750,766.250,765.500,766.000,154
2022/2/1,6:59,766.250,766.500,765.750,765.750,150
2022/2/1,7:00,766.000,766.750,766.000,766.500,114
2022/2/1,7:01,766.500,767.000,766.000,767.000,109
2022/2/1,7:02,767.000,767.000,766.500,766.750,75
2022/2/1,7:03,766.500,766.500,766.500,766.500,7
2022/2/1,7:04,766.500,766.500,766.500,766.500,6
2022/2/1,7:05,766.500,766.500,766.500,766.500,18
2022/2/1,7:06,766.500,766.500,766.500,766.500,7
2022/2/1,7:07,766.500,767.500,766.250,767.250,71
2022/2/1,7:08,767.250,767.250,767.250,767.250,6
2022/2/1,7:09,767.500,767.500,767.500,767.500,5
2022/2/1,7:10,767.750,768.000,767.750,767.750,17
2022/2/1,7:11,767.750,768.250,767.500,768.000,62
2022/2/1,7:12,768.000,768.000,768.000,768.000,3
2022/2/1,7:13,768.000,768.500,767.750,768.250,20
2022/2/1,7:14,768.250,768.750,768.000,768.500,21
2022/2/1,7:15,768.500,769.500,768.250,769.500,88
2022/2/1,7:16,769.750,769.750,769.500,769.500,22
2022/2/1,7:17,769.750,771.000,769.750,770.250,120
2022/2/1,7:18,770.250,770.500,770.250,770.500,192
2022/2/1,7:19,770.500,770.750,770.500,770.750,10
2022/2/1,7:20,770.750,771.000,770.750,771.000,13
2022/2/1,7:21,770.750,771.000,770.750,771.000,18
2022/2/1,7:22,771.000,771.750,770.500,770.500,66
2022/2/1,7:23,770.750,770.750,770.750,770.750,1
2022/2/1,7:24,771.000,771.000,770.500,770.500,23
2022/2/1,7:25,770.500,771.500,770.500,771.500,32
2022/2/1,7:26,771.250,771.500,770.750,770.750,32
2022/2/1,7:27,771.000,771.000,770.750,770.750,3
2022/2/1,7:28,770.750,771.000,770.750,771.000,7
2022/2/1,7:29,771.250,771.250,770.000,770.500,52
2022/2/1,7:30,770.500,770.750,770.500,770.750,11
2022/2/1,7:31,770.750,771.250,770.750,771.250,19
2022/2/1,7:32,771.250,772.000,771.250,771.750,37
2022/2/1,7:33,771.500,772.250,771.000,771.250,76
2022/2/1,7:34,771.000,771.250,770.750,770.750,17
2022/2/1,7:35,770.750,770.750,770.500,770.750,32
2022/2/1,7:36,770.750,771.000,770.750,770.750,6
2022/2/1,7:37,771.000,771.000,770.000,770.750,67
2022/2/1,7:38,770.750,771.000,770.750,771.000,3
2022/2/1,7:39,771.000,771.250,771.000,771.250,14
2022/2/1,7:40,771.500,771.500,771.000,771.000,14
2022/2/1,7:41,770.750,770.750,770.500,770.500,8
2022/2/1,7:42,770.750,770.750,770.000,770.250,33
2022/2/1,7:43,770.250,770.250,770.000,770.000,11
2022/2/1,7:44,770.000,770.250,770.000,770.000,15
2022/2/1,8:30,766.750,770.250,766.750,768.250,1005
2022/2/1,8:31,768.250,770.000,766.500,769.250,291
2022/2/1,8:32,769.250,769.750,767.000,769.750,283
2022/2/1,8:33,769.500,771.000,769.250,770.500,212
2022/2/1,8:34,770.250,773.750,770.250,773.500,451
2022/2/1,8:35,773.500,776.500,773.250,776.250,841
2022/2/1,8:36,776.250,776.750,775.750,776.750,443
2022/2/1,8:37,776.500,776.500,775.000,775.750,446
2022/2/1,8:38,775.750,775.750,774.500,774.500,272
2022/2/1,8:39,774.500,774.750,772.000,772.000,336
2022/2/1,8:40,772.250,773.250,772.250,772.500,155
2022/2/1,8:41,772.750,772.750,770.250,771.750,382
2022/2/1,8:42,771.500,772.500,771.500,772.500,122
2022/2/1,8:43,772.500,772.750,770.750,770.750,147
2022/2/1,8:44,770.750,770.750,769.750,770.000,170
2022/2/1,8:45,770.000,770.500,769.250,769.750,115
2022/2/1,8:46,770.000,770.250,769.500,769.500,159
2022/2/1,8:47,769.750,770.500,769.750,770.500,207
2022/2/1,8:48,770.500,771.250,770.500,771.250,176
2022/2/1,8:49,771.250,773.000,771.250,772.750,192
2022/2/1,8:50,772.750,772.750,771.500,772.500,137
2022/2/1,8:51,772.500,772.500,771.000,771.250,129
2022/2/1,8:52,771.250,772.000,771.250,771.250,110
2022/2/1,8:53,771.250,771.250,769.750,770.500,276
2022/2/1,8:54,770.750,771.000,770.000,770.000,206
2022/2/1,8:55,770.250,770.500,769.500,770.250,152
2022/2/1,8:56,770.250,770.250,769.500,769.750,97
2022/2/1,8:57,769.750,770.000,769.000,769.000,83
2022/2/1,8:58,769.250,770.000,768.750,769.500,142
2022/2/1,8:59,769.500,770.500,769.250,770.250,205
2022/2/1,9:00,770.250,770.500,769.000,769.250,105
2022/2/1,9:01,769.500,769.500,767.500,767.750,190
2022/2/1,9:02,768.000,768.500,767.250,767.250,228
2022/2/1,9:03,767.500,767.750,767.000,767.500,132
2022/2/1,9:04,767.750,767.750,766.750,766.750,166
2022/2/1,9:05,766.750,768.500,766.500,768.500,159
2022/2/1,9:06,768.500,768.750,768.000,768.500,135
2022/2/1,9:07,768.250,768.500,767.750,768.000,60
2022/2/1,9:08,768.000,768.000,767.750,767.750,30
2022/2/1,9:09,767.750,767.750,766.750,767.250,76
2022/2/1,9:10,767.250,767.750,766.750,767.000,59
2022/2/1,9:11,767.000,767.000,765.500,766.500,268
2022/2/1,9:12,766.500,767.750,765.750,767.750,81
2022/2/1,9:13,768.000,769.250,768.000,769.250,43
2022/2/1,9:14,769.250,769.250,768.750,769.250,67
2022/2/1,9:15,769.250,771.000,769.250,770.500,162
2022/2/1,9:16,770.500,771.500,770.500,771.000,144
2022/2/1,9:17,770.750,771.500,770.500,771.000,97
2022/2/1,9:18,770.750,770.750,770.500,770.750,51
2022/2/1,9:19,770.500,771.000,770.250,771.000,103
2022/2/1,9:20,771.000,771.250,770.750,770.750,53
2022/2/1,9:21,770.500,772.250,770.250,772.000,177
2022/2/1,9:22,771.750,772.000,771.250,771.500,51
2022/2/1,9:23,771.500,771.750,770.750,770.750,45
2022/2/1,9:24,770.750,770.750,770.250,770.500,44
2022/2/1,9:25,770.750,771.500,770.750,771.000,69
2022/2/1,9:26,770.750,770.750,769.750,769.750,77
2022/2/1,9:27,769.750,769.750,769.250,769.750,51
2022/2/1,9:28,769.750,770.500,769.750,770.250,51
2022/2/1,9:29,770.500,771.250,770.250,771.000,26
2022/2/1,9:30,771.000,772.250,771.000,771.500,119
2022/2/1,9:31,771.250,772.500,771.250,772.000,187
2022/2/1,9:32,771.750,771.750,770.750,771.000,131
2022/2/1,9:33,771.000,771.250,770.250,770.750,72
2022/2/1,9:34,771.000,771.750,770.750,771.750,108
2022/2/1,9:35,771.750,772.500,771.500,772.000,85
2022/2/1,9:36,772.000,772.000,771.500,771.500,38
2022/2/1,9:37,771.500,774.250,771.500,774.000,217
2022/2/1,9:38,774.000,774.000,773.500,773.500,98
2022/2/1,9:39,773.750,774.500,773.500,774.250,78
2022/2/1,9:40,774.000,774.750,774.000,774.750,159
2022/2/1,9:41,774.750,774.750,774.250,774.500,121
2022/2/1,9:42,774.250,774.250,773.000,773.250,159
2022/2/1,9:43,773.500,774.000,772.000,772.500,82
2022/2/1,9:44,772.500,773.250,772.500,773.000,92
2022/2/1,9:45,772.750,774.500,772.750,774.250,97
2022/2/1,9:46,774.250,774.250,773.750,774.000,72
